"editionID","titleID","mediaID","publicationDate","imageName","ASIN","textLinkShort","textLinkFull","imageLinkSmall","imageLinkMedium","imageLinkLarge","textImageLink","active","createdAt","updatedAt"
123,45,4,NULL,"/audiobooks/TheZapGun.jpg",NULL,"https://amzn.to/2KWVy1F",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
124,36,4,NULL,"/audiobooks/TimeOutOfJoint.jpg",NULL,"https://amzn.to/2IbIec8",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
125,47,4,"2012-08-19 20:00:00-04","/audiobooks/TotalRecall.jpg","B00906CD1Y","https://amzn.to/37jySq6","https://www.amazon.com/Total-Recall/dp/B00906CD1Y/ref=as_li_ss_tl?_encoding=UTF8&pd_rd_i=B00906CD1Y&pd_rd_r=VWM2W6GW6FW35ER12G86&pd_rd_w=ebq0i&pd_rd_wg=UGMSP&psc=1&refRID=VWM2W6GW6FW35ER12G86&linkCode=ll1&tag=bulbocreat-20&linkId=894fa8efa75c11e1e1601e1215bc849b&language=en_US","<a href=""https://www.amazon.com/Total-Recall/dp/B00906CD1Y/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B00906CD1Y&pd_rd_r=VWM2W6GW6FW35ER12G86&pd_rd_w=ebq0i&pd_rd_wg=UGMSP&psc=1&refRID=VWM2W6GW6FW35ER12G86&linkCode=li1&tag=bulbocreat-20&linkId=dc295386647173710c6f1e80843328ef&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00906CD1Y&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B00906CD1Y"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Total-Recall/dp/B00906CD1Y/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B00906CD1Y&pd_rd_r=VWM2W6GW6FW35ER12G86&pd_rd_w=ebq0i&pd_rd_wg=UGMSP&psc=1&refRID=VWM2W6GW6FW35ER12G86&linkCode=li2&tag=bulbocreat-20&linkId=9e820d6709816b4bb00fb23b0afb4240&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00906CD1Y&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B00906CD1Y"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Total-Recall/dp/B00906CD1Y/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B00906CD1Y&pd_rd_r=VWM2W6GW6FW35ER12G86&pd_rd_w=ebq0i&pd_rd_wg=UGMSP&psc=1&refRID=VWM2W6GW6FW35ER12G86&linkCode=li3&tag=bulbocreat-20&linkId=e259b2b526cd4d8c64330e92fb84240e&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00906CD1Y&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B00906CD1Y"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B00906CD1Y&asins=B00906CD1Y&linkId=aa0b5b3cc40ed9bfbf023e45163e097b&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-20 10:28:47.371-04"
126,38,4,NULL,"/audiobooks/Ubik.jpg",NULL,"https://amzn.to/2rGGRHs",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
127,41,4,NULL,"/audiobooks/VoicesFromTheStreet.jpg",NULL,"https://amzn.to/2rCJRnV",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
128,40,4,NULL,"/audiobooks/VALIS.jpg",NULL,"https://amzn.to/2IfiNCq",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
129,42,4,NULL,"/audiobooks/VulcansHammer.jpg",NULL,"https://amzn.to/2Idc6k9",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
130,43,4,NULL,"/audiobooks/WeCanBuildYou.jpg",NULL,"https://amzn.to/2wEMKL0",NULL,NULL,NULL,NULL,NULL,True,"2020-10-18 23:11:56.130335-04","2020-10-18 23:11:56.130335-04"
131,48,4,"2004-01-06 19:00:00-05",NULL,"B0001BJEC8","http://amzn.to/1So3QOj","http://www.amazon.com/Minority-Report-Other-Stories-Unabridged/dp/B0001BJEC8/ref=as_li_ss_tl?ie=UTF8&dpID=41qtJ0vtf6L&dpSrc=sims&preST=_OU01_AC_UL320_SR206%2C320_&refRID=11HW3JJM1HF82V67TVAV&linkCode=ll1&tag=bulbocreat-20&linkId=3d9ff63534a242594ed7cad4cd60cd9f","<a href=""https://www.amazon.com/dp/B0001BJEC8/ref=as_li_ss_il?plink=bqbeFvhPdbqISH8k&ref=adblp13nvvxx_0_0_ti&linkCode=li1&tag=bulbocreat-20&linkId=f6bc4ae94e9f02c095fd32279cceab90&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0001BJEC8&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B0001BJEC8"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/dp/B0001BJEC8/ref=as_li_ss_il?plink=bqbeFvhPdbqISH8k&ref=adblp13nvvxx_0_0_ti&linkCode=li2&tag=bulbocreat-20&linkId=591a0e3f889061d0275f942f3615bfcf&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0001BJEC8&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B0001BJEC8"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/dp/B0001BJEC8/ref=as_li_ss_il?plink=bqbeFvhPdbqISH8k&ref=adblp13nvvxx_0_0_ti&linkCode=li3&tag=bulbocreat-20&linkId=ade0e338a198c4275a579dd998529431&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0001BJEC8&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B0001BJEC8"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B0001BJEC8&asins=B0001BJEC8&linkId=df118265228fd802e28d89811adb0c0b&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-19 14:59:03.617-04"
132,49,4,NULL,NULL,"B018Y22HG0","https://amzn.to/3m3r7J6","https://www.amazon.com/Unreconstructed-M-Other-Stories/dp/B018Y22HG0/ref=as_li_ss_tl?ie=UTF8&qid=1458231443&sr=8-3&keywords=Ray+Greenley&linkCode=ll1&tag=bulbocreat-20&linkId=5c8b8cf6398796975a6fac3ccabc98b3&language=en_US","<a href=""https://www.amazon.com/Unreconstructed-M-Other-Stories/dp/B018Y22HG0/ref=as_li_ss_il?ie=UTF8&qid=1458231443&sr=8-3&keywords=Ray+Greenley&linkCode=li1&tag=bulbocreat-20&linkId=79072fa0a4cf5e39a3fa376e0e59e283&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B018Y22HG0&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B018Y22HG0"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Unreconstructed-M-Other-Stories/dp/B018Y22HG0/ref=as_li_ss_il?ie=UTF8&qid=1458231443&sr=8-3&keywords=Ray+Greenley&linkCode=li2&tag=bulbocreat-20&linkId=ac6e906c2f33639756ba8d0f4eff0f2f&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B018Y22HG0&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B018Y22HG0"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Unreconstructed-M-Other-Stories/dp/B018Y22HG0/ref=as_li_ss_il?ie=UTF8&qid=1458231443&sr=8-3&keywords=Ray+Greenley&linkCode=li3&tag=bulbocreat-20&linkId=edbd251ab10b4bf05e790e842af48468&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B018Y22HG0&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B018Y22HG0"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B018Y22HG0&asins=B018Y22HG0&linkId=472377e7c2f0f10efa0aef1cfc73e02d&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-19 17:02:55.609-04"
133,50,4,"2015-12-26 19:00:00-05",NULL,"B01EVK21HO","https://amzn.to/2IKLxrU","https://www.amazon.com/Volume-I-King-of-Elves-audiobook/dp/B01EVK21HO/ref=as_li_ss_tl?_encoding=UTF8&pd_rd_i=B01EVK21HO&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=ll1&tag=bulbocreat-20&linkId=6c3f970f872a6fa31e0c63a5fa16fa32&language=en_US","<a href=""https://www.amazon.com/Volume-I-King-of-Elves-audiobook/dp/B01EVK21HO/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVK21HO&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li1&tag=bulbocreat-20&linkId=3e1c63182b52ff20a5d3c829e26b43e1&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVK21HO&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B01EVK21HO"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-I-King-of-Elves-audiobook/dp/B01EVK21HO/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVK21HO&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li2&tag=bulbocreat-20&linkId=fe3ae96edfeec2cc7bf16226b0b8ab91&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVK21HO&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B01EVK21HO"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-I-King-of-Elves-audiobook/dp/B01EVK21HO/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVK21HO&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li3&tag=bulbocreat-20&linkId=11ab8352cc473704e206fa5013e8e1d1&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVK21HO&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B01EVK21HO"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B01EVK21HO&asins=B01EVK21HO&linkId=d6379b8aa9bccd85116ccd8257a26f11&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-19 13:29:07.187-04"
134,51,4,"2015-12-26 19:00:00-05",NULL,"B01EVKBAJ4","https://amzn.to/2jUMFJX","https://www.amazon.com/Volume-II-Adjustment-Team-audiobook/dp/B01EVKBAJ4/ref=as_li_ss_tl?_encoding=UTF8&pd_rd_i=B01EVKBAJ4&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=ll1&tag=bulbocreat-20&linkId=ea86522c9163f45ece75a9a375f6634f&language=en_US","<a href=""https://www.amazon.com/Volume-II-Adjustment-Team-audiobook/dp/B01EVKBAJ4/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVKBAJ4&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li1&tag=bulbocreat-20&linkId=acd20755212df339d9d6aa9d63493ab3&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVKBAJ4&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B01EVKBAJ4"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-II-Adjustment-Team-audiobook/dp/B01EVKBAJ4/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVKBAJ4&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li2&tag=bulbocreat-20&linkId=575f1db0e0c030d566209a29269113e7&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVKBAJ4&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B01EVKBAJ4"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-II-Adjustment-Team-audiobook/dp/B01EVKBAJ4/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVKBAJ4&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li3&tag=bulbocreat-20&linkId=44c9378e9ca23bc6253c4f9068807290&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVKBAJ4&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B01EVKBAJ4"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B01EVKBAJ4&asins=B01EVKBAJ4&linkId=8ee85cd34e60fbf93b9ffe1baf3cd7bd&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-19 14:11:13.957-04"
135,52,4,"2015-12-26 19:00:00-05",NULL,"B01EVOZUCS","https://amzn.to/31jbepF","https://www.amazon.com/Volume-III-Upon-Dull-Earth-audiobook/dp/B01EVOZUCS/ref=as_li_ss_tl?_encoding=UTF8&pd_rd_i=B01EVOZUCS&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=ll1&tag=bulbocreat-20&linkId=be9aa0f9870d5723bf27add49d6af2a0&language=en_US","<a href=""https://www.amazon.com/Volume-III-Upon-Dull-Earth-audiobook/dp/B01EVOZUCS/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVOZUCS&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li1&tag=bulbocreat-20&linkId=6ef184170f65d74632a9dd9073bc3979&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVOZUCS&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li1&o=1&a=B01EVOZUCS"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-III-Upon-Dull-Earth-audiobook/dp/B01EVOZUCS/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVOZUCS&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li2&tag=bulbocreat-20&linkId=958b557584190fadf56ec0dd5725dfa9&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVOZUCS&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li2&o=1&a=B01EVOZUCS"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<a href=""https://www.amazon.com/Volume-III-Upon-Dull-Earth-audiobook/dp/B01EVOZUCS/ref=as_li_ss_il?_encoding=UTF8&pd_rd_i=B01EVOZUCS&pd_rd_r=82754cec-f65a-491b-870f-e48cde2d57a9&pd_rd_w=02o3I&pd_rd_wg=P8UF3&pf_rd_p=8019ba47-0a12-4976-b76b-5c932d60db6f&pf_rd_r=QF649KCP6RRPGQZ35DM8&psc=1&refRID=QF649KCP6RRPGQZ35DM8&linkCode=li3&tag=bulbocreat-20&linkId=dd041b16275d8cd4c7adf7f3234c5d44&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01EVOZUCS&Format=_SL250_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=bulbocreat-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=bulbocreat-20&language=en_US&l=li3&o=1&a=B01EVOZUCS"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />","<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?ServiceVersion=20070822&OneJS=1&Operation=GetAdHtml&MarketPlace=US&source=ss&ref=as_ss_li_til&ad_type=product_link&tracking_id=bulbocreat-20&language=en_US&marketplace=amazon&region=US&placement=B01EVOZUCS&asins=B01EVOZUCS&linkId=6043dd96636253c0ff4e49f74227be2b&show_border=true&link_opens_in_new_window=true""></iframe>",True,"2020-10-18 23:11:56.130335-04","2020-10-19 14:14:11.17-04"
