"titleID","titleName","titleSort","authorFirstName","authorLastName","publicationDate","imageName","categoryID","shortDescription","urlPKDweb","active","createdAt","updatedAt"
97,"Future Noir Revised & Updated Edition: The Making of Blade Runner","future noir revised & updated edition: the making of blade runner","Paul M.","Sammon","2017-09-11 20:00:00-04","https://philipdick.com/images/covers/FutureNoirRevised.jpg",5,"Rediscover the groundbreaking magic of Blade Runner with this revised and updated edition of the classic guide to Ridley Scott’s transformative film—and published in anticipation of its sequel, Blade Runner 2049, premiering October 2017 and starring Ryan Gosling, Jared Leto, Robin Wright, and Harrison Ford.

Ridley Scott’s 1992 ""Director’s Cut"" confirmed the international film cognoscenti’s judgment: Blade Runner, based on Philip K. Dick’s brilliant and troubling science fiction masterpiece Do Androids Dream of Electric Sheep?, is the most visually dense, thematically challenging, and influential science fiction film ever made. Future Noir offers a deeper understanding of this cult phenomenon that is storytelling and visual filmmaking at its best. 

In this intensive, intimate and anything-but-glamorous behind-the-scenes account, film insider and cinephile Paul M. Sammon explores how Ridley Scott purposefully used his creative genius to transform the work of science fiction’s most uncompromising author into a critical sensation, a commercial success, and a cult classic that would reinvent the genre. Sammon reveals how the making of the original Blade Runner was a seven-year odyssey that would test the stamina and the imagination of writers, producers, special effects wizards, and the most innovative art directors and set designers in the industry at the time it was made. This revised and expanded edition of Future Noir includes:

    An overview of Blade Runner’s impact on moviemaking and its acknowledged significance in popular culture since the book’s original publication 
    An exploration of the history of Blade Runner: The Final Cut and its theatrical release in 2007
     An up-close look at its long-awaited sequel Blade Runner 2049
    A 2007 interview with Harrison Ford now available to American readers
    Exclusive interviews with Rutger Hauer and Sean Young

A fascinating look at the ever-shifting interface between commerce and art, illustrated with production photos and stills, Future Noir provides an eye-opening and enduring look at modern moviemaking, the business of Hollywood, and one of the greatest films of all time.",NULL,True,"2020-10-23 09:56:27.334-04","2020-10-23 09:59:53.113-04"
98,"How Much Does Chaos Scare You?: Politics, Religion, and Philosophy in the Fiction of Philip K. Dick","how much does chaos scare you?: politics, religion, and philosophy in the fiction of philip k. dick","Aaron","Barlow","2011-04-24 20:00:00-04","https://philipdick.com/images/covers/HowMuchDoesChaosScareYou.jpg",4,"A series of essays on the writing and ideas of Philip K. Dick presented in eight chapters. This in-depth look at the philosophies behind Dick's Sf and mainstream novels is based on Barlow's 1988 doctoral dissertation at the University of Iowa.",NULL,True,"2020-10-23 10:25:35.227-04","2020-10-23 10:25:35.227-04"
99,"I Am Alive and You Are Dead: A Journey into the Mind of Philip K. Dick","i am alive and you are dead: a journey into the mind of philip k. dick","Emmanuel","Carrère","2003-07-01 19:00:00-05","https://philipdick.com/images/covers/IAmAliveAndYouAreDead.jpg",4,"For his many devoted readers, Philip K. Dick is not only one of the ""one of the most valiant psychological explorers of the 20th century"" (The New York Times) but a source of divine revelation. In the riveting style that won accolades for The Adversary, Emmanuel Carrère's I Am Alive and You Are Dead, follows Dick's strange odyssey from his traumatic beginnings in 1928, when his twin sister died in infancy, to his lonely end in 1982, beset by mystical visions of swirling pink light, three-eyed invaders, and messages from the Roman Empire. Drawing on interviews as well as unpublished sources, he vividly conjures the spirit of this restless observer of American postwar malaise who subverted the materials of science fiction--parallel universes, intricate time loops, collective delusions--to create classic works of contemporary anxiety.",NULL,True,"2020-10-23 10:28:40.672-04","2020-10-23 10:28:40.672-04"
100,"The Other Side of Philip K. Dick: A Tale of Two Friends","other side of philip k. dick: a tale of two friends, the","Maer","Wilson","2016-06-09 20:00:00-04","https://philipdick.com/images/covers/TheOtherSideOfPhilipKDick.jpg",4,"“As a literary figure, Philip K. Dick is popularly perceived as a crazed, drug-addled mystic with a sinister Third Eye. Nothing could be further from the truth - the Phil I knew was a warm, humane, very funny man. Maer Wilson understands these truths far better than I, and The Other Side of Philip K. Dick casts a welcome shaft of daylight upon the real PKD, as opposed to the dark, distorted caricature Dick has become.” Paul M. Sammon, Author of Future Noir: The Making of Blade Runner

What is the truth behind the legend of Science Fiction great, Philip K. Dick?

In spring, 1972, Phil Dick moved to Fullerton, CA, where he met Theatre student Mary (Maer) Wilson. Amid marriage proposals, marathon talk-fests and a love for music and films, they forged a strong friendship that would last the rest of his life.

Wilson’s quirky, yet unflinchingly honest, memoir reveals a funny, compassionate and generous man. She captures an inside view of one of our literary greats – a brilliant writer who gave the world some of its most revered Science Fiction.

“I found this book engrossing and authentic – a truthful and serious account of the last part of Phil Dick’s life by someone who was a fundamental part of it and who has the skill to write about it. There is evident love and friendship in this book, but also honesty. This was the Phil Dick I knew.” James P. Blaylock, World Fantasy Award-Winning Author",NULL,True,"2020-10-23 10:33:30.827-04","2020-10-23 10:33:30.827-04"
101,"Only Apparently Real","only apparently real","Paul","Williams","1986-04-30 19:00:00-05","https://philipdick.com/images/covers/OnlyApparentlyReal.jpg",4,"An examination of the life and personality of science fiction author Philip K. Dick is supplemented with analyses of his writings.",NULL,True,"2020-10-23 10:37:40.611-04","2020-10-23 10:40:52.267-04"
102,"I Think I Am: Philip K. Dick","i think i am: philip k. dick","Laurence A.","Rickels","2010-06-07 20:00:00-04","https://philipdick.com/images/covers/IThinkIAmPhilipKDick.jpg",4,"For years, noted writer Laurence A. Rickels often found himself compared to novelist Philip K. Dick—though in fact Rickels had never read any of the science fiction writer’s work. When he finally read his first Philip K. Dick novel, while researching for his recent book The Devil Notebooks, it prompted a prolonged immersion in Dick’s writing as well as a recognition of Rickels’s own long-documented intellectual pursuits. The result of this engagement is I Think I Am: Philip K. Dick, a profound thought experiment that charts the wide relevance of the pulp sci-fi author and paranoid visionary. I Think I Am: Philip K. Dick explores the science fiction author’s meditations on psychic reality and psychosis, Christian mysticism, Eastern religion, and modern spiritualism. Covering all of Dick’s science fiction, Rickels corrects the lack of scholarly interest in the legendary Californian author and, ultimately, makes a compelling case for the philosophical and psychoanalytic significance of Philip K. Dick’s popular and influential science fiction.",NULL,True,"2020-10-23 10:42:45.479-04","2020-10-23 10:42:45.479-04"
103,"Philip K. Dick: Canonical Writer of the Digital Age","philip k. dick: canonical writer of the digital age","Lejla","Kucukalic","2008-12-02 19:00:00-05","https://philipdick.com/images/covers/PhilipKDickCanonicalWriterOfTheDigitalAge.jpg",4,"Kucukalic looks beyond the received criticism and stereotypes attached to Philip K. Dick and his work and shows, using a wealth of primary documents including previously unpublished letters and interviews, that Philip K. Dick is a serious and relevant philosophical and cultural thinker whose writing offer us important insights into contemporary digital culture. Evaluating five novels that span Dick's career--from Martian Time Slip (1964) to Valis (1981)--Kucukalic explores the the intersections of identity, narrative, and technology in order to ask two central, but uncharted ""Dickian"" questions: What is reality? and What is human?",NULL,True,"2020-10-23 10:46:59.788-04","2020-10-23 10:47:18.846-04"
104,"The Philip K. Dick MEGAPACK: 15 Classic Science Fiction Stories","philip k. dick megapack: 15 classic science fiction stories, the","Philip K.","Dick","2013-04-02 20:00:00-04","https://philipdick.com/images/covers/ThePhilipKDickMEGAPACK.jpg",2,"The Philip K. Dick Megapack assembles no less than 15 classic science fiction stories by Philip K. Dick. Included are:


INTRODUCTION: PHILIP K. DICK

EXHIBIT PIECE

BEYOND LIES THE WUB

THE DEFENDERS

THE CRYSTAL CRYPT

BEYOND THE DOOR

SECOND VARIETY

THE EYES HAVE IT

THE GUN

THE VARIABLE MAN

TONY AND THE BEETLES

THE HANGING STRANGER

THE SKULL

PIPER IN THE WOODS

MR. SPACESHIP

STRANGE EDEN",NULL,True,"2020-10-23 11:02:39.312-04","2020-10-23 11:02:39.312-04"
105,"The Second Philip K. Dick MEGAPACK: 13 Fantastic Stories","second philip k. dick megapack: 13 fantastic stories, the","Philip K.","Dick","2015-06-02 20:00:00-04","https://philipdick.com/images/covers/TheSecondPhilipKDickMEGAPACK.jpg",2,"The Second Philip K. Dick MEGAPACK™ collects 13 more rare stories by the classic science fiction author. Included in this volume are:


THE UNRECONSTRUCTED M

SALES PITCH

SHELL GAME

BREAKFAST AT TWILIGHT

ADJUSTMENT TEAM

FOSTER, YOU'RE DEAD

THE CRAWLERS

THE GOLDEN MAN

THE LAST OF THE MASTERS

THE TURNING WHEEL

UPON THE DULL EARTH

HUMAN IS

MEDDLER",NULL,True,"2020-10-23 11:05:04.726-04","2020-10-23 11:05:04.726-04"
106,"VALIS: An Opera","valis: an opera","Tod","Machover","1986-12-31 19:00:00-05","https://philipdick.com/images/covers/VALISAnOpera.jpg",10,NULL,NULL,True,"2020-10-23 11:11:58.686-04","2020-10-23 11:11:58.686-04"
107,"Californium","californium",NULL,"Spawn Digital","2016-02-15 19:00:00-05","https://philipdick.com/images/covers/Californium.jpg",11,"Explore the worlds of Californium, a first person exploration game where you are a writer trapped into shifting realities. Will you find what’s behind the simulacra ? Berkeley, 1967. You are Elvin Green, a writer whose career is not better than his sentimental life. Besides, the day starts badly : your wife Thea left you a break up letter. As for Eddy, your editor, he summons you : ""you are a writer who does not write"" - you should find yourself another editor. Your world is falling apart. Too much acid and cheap booze ? Too many sleepless nights stuck to your typewriter, powerless to tackle your first novel ? Your poor mental health is collapsing. Luckily this nightmarish world is unstable, you can extract yourself from it and thus access another reality! You have nothing to lose!",NULL,True,"2020-10-23 11:16:38.837-04","2020-10-23 11:16:38.837-04"
108,"Left Coast","left coast",NULL,"Steve Hickey Games","2015-04-07 20:00:00-04","https://philipdick.com/images/covers/LeftCoast.jpg",11,"Left Coast is a role-playing game about a science fiction writer in California, who struggles as the weirdness from her novels spills into real life.

https://payhip.com/b/9vJI

https://www.drivethrurpg.com/product/228865/Left-Coast--The-Short-Story-edition",NULL,True,"2020-10-23 11:21:06.62-04","2020-10-23 11:21:06.62-04"
